file name,Model constraint,Status,Solve time (second)
j9019_9.data,121,optimal,0.06
j901_1.data,73,optimal,0.40
j901_10.data,90,optimal,0.16
j901_2.data,92,optimal,0.05
j901_3.data,66,optimal,1.27
j901_4.data,86,optimal,1.74
j901_5.data,87,optimal,0.05
j901_6.data,74,optimal,0.83
j901_7.data,91,optimal,0.15
j901_8.data,95,optimal,0.37
j901_9.data,72,optimal,0.72
j9020_1.data,85,optimal,0.05
j9020_10.data,89,optimal,0.05
j9020_2.data,76,optimal,0.06
j9020_3.data,86,optimal,0.05
j9020_4.data,86,optimal,0.05
j9020_5.data,88,optimal,0.05
j9020_6.data,83,optimal,0.05
j9020_7.data,82,optimal,0.05
j9020_8.data,85,optimal,0.05
j9020_9.data,76,optimal,0.05
j9021_1.data,N/A,unknown,5.29
j9021_10.data,N/A,unknown,4.91
j9021_2.data,N/A,unknown,5.14
j9021_3.data,N/A,unknown,6.98
j9021_4.data,N/A,unknown,5.75
j9021_5.data,N/A,unknown,5.69
j9021_6.data,N/A,unknown,4.28
j9021_7.data,N/A,unknown,6.73
j9021_8.data,N/A,unknown,7.03
j9021_9.data,N/A,unknown,4.60
j9022_1.data,108,optimal,0.06
j9022_10.data,75,optimal,0.56
j9022_2.data,85,optimal,0.05
j9022_3.data,83,optimal,0.78
j9022_4.data,96,optimal,0.09
j9022_5.data,96,optimal,0.06
j9022_6.data,71,optimal,0.05
j9022_7.data,90,optimal,0.06
j9022_8.data,97,optimal,0.06
j9022_9.data,101,optimal,0.05
j9023_1.data,90,optimal,0.06
j9023_10.data,87,optimal,0.06
j9023_2.data,84,optimal,0.06
j9023_3.data,116,optimal,0.06
j9023_4.data,85,optimal,0.05
j9023_5.data,95,optimal,0.05
j9023_6.data,87,optimal,0.06
j9023_7.data,77,optimal,0.05
j9023_8.data,92,optimal,0.05
j9023_9.data,126,optimal,0.06
j9024_1.data,84,optimal,0.05
j9024_10.data,89,optimal,0.05
j9024_2.data,92,optimal,0.05
j9024_3.data,69,optimal,0.06
j9024_4.data,81,optimal,0.05
j9024_5.data,85,optimal,0.06
j9024_6.data,79,optimal,0.05
j9024_7.data,87,optimal,0.06
j9024_8.data,88,optimal,0.05
j9024_9.data,80,optimal,0.06
j9025_1.data,N/A,unknown,1.41
j9025_10.data,N/A,unknown,10.15
j9025_2.data,N/A,unknown,7.98
j9025_3.data,N/A,unknown,8.56
j9025_4.data,N/A,unknown,0.96
j9025_5.data,N/A,unknown,6.94
j9025_6.data,N/A,unknown,7.84
j9025_7.data,N/A,unknown,7.05
j9025_8.data,N/A,unknown,7.95
j9025_9.data,N/A,unknown,7.77
j9026_1.data,90,optimal,0.07
j9026_10.data,92,optimal,0.06
j9026_2.data,N/A,unknown,5.74
j9026_3.data,80,optimal,0.06
j9026_4.data,N/A,unknown,6.61
j9026_5.data,N/A,unknown,5.52
j9026_6.data,108,optimal,0.08
j9026_7.data,82,optimal,3.89
j9026_8.data,N/A,unknown,6.35
j9026_9.data,87,optimal,0.06
j9027_1.data,96,optimal,0.06
j9027_10.data,97,optimal,0.10
j9027_2.data,81,optimal,0.06
j9027_3.data,91,optimal,0.06
j9027_4.data,79,optimal,0.06
j9027_5.data,99,optimal,0.06
j9027_6.data,87,optimal,0.06
j9027_7.data,73,optimal,0.06
j9027_8.data,72,optimal,0.06
j9027_9.data,84,optimal,0.06
j9028_1.data,80,optimal,0.06
j9028_10.data,68,optimal,0.06
j9028_2.data,76,optimal,0.06
j9028_3.data,86,optimal,0.06
j9028_4.data,78,optimal,0.06
j9028_5.data,88,optimal,0.06
j9028_6.data,102,optimal,0.06
j9028_7.data,97,optimal,0.06
j9028_8.data,110,optimal,0.06
j9028_9.data,120,optimal,0.06
j9029_1.data,N/A,unknown,8.61
j9029_10.data,N/A,unknown,9.58
j9029_2.data,N/A,unknown,8.66
j9029_3.data,N/A,unknown,8.64
j9029_4.data,N/A,unknown,8.82
j9029_5.data,N/A,unknown,8.10
j9029_6.data,N/A,unknown,6.75
j9029_7.data,N/A,unknown,7.23
j9029_8.data,N/A,unknown,8.43
j9029_9.data,N/A,unknown,8.70
j902_1.data,96,optimal,0.05
j902_10.data,80,optimal,0.07
j902_2.data,114,optimal,0.06
j902_3.data,75,optimal,0.06
j902_4.data,70,optimal,0.06
j902_5.data,100,optimal,0.06
j902_6.data,67,optimal,0.05
j902_7.data,92,optimal,0.05
j902_8.data,82,optimal,0.06
j902_9.data,79,optimal,0.05
j9030_1.data,102,optimal,0.06
j9030_10.data,90,optimal,0.06
j9030_2.data,76,optimal,0.06
j9030_3.data,102,optimal,0.06
j9030_4.data,104,optimal,0.06
j9030_5.data,N/A,unknown,8.28
j9030_6.data,90,optimal,0.11
j9030_7.data,N/A,unknown,7.26
j9030_8.data,82,optimal,0.06
j9030_9.data,N/A,unknown,5.22
j9031_1.data,79,optimal,0.06
j9031_10.data,99,optimal,0.07
j9031_2.data,69,optimal,0.06
j9031_3.data,106,optimal,0.06
j9031_4.data,79,optimal,0.07
j9031_5.data,79,optimal,0.06
j9031_6.data,80,optimal,0.06
j9031_7.data,97,optimal,0.06
j9031_8.data,83,optimal,0.07
j9031_9.data,72,optimal,0.06
j9032_1.data,78,optimal,0.06
j9032_10.data,91,optimal,0.06
j9032_2.data,78,optimal,0.06
j9032_3.data,89,optimal,0.06
j9032_4.data,104,optimal,0.06
j9032_5.data,93,optimal,0.06
j9032_6.data,86,optimal,0.06
j9032_7.data,87,optimal,0.06
j9032_8.data,79,optimal,0.06
j9032_9.data,95,optimal,0.06
j9033_1.data,99,optimal,0.69
j9033_10.data,114,optimal,0.68
j9033_2.data,112,optimal,0.05
j9033_3.data,108,optimal,0.06
j9033_4.data,92,optimal,0.09
j9033_5.data,109,optimal,0.15
j9033_6.data,88,optimal,0.05
j9033_7.data,109,optimal,0.17
j9033_8.data,110,optimal,0.12
j9033_9.data,95,optimal,0.73
j9034_1.data,83,optimal,0.05
j9034_10.data,101,optimal,0.05
j9034_2.data,89,optimal,0.05
j9034_3.data,82,optimal,0.05
j9034_4.data,81,optimal,0.22
j9034_5.data,83,optimal,0.14
j9034_6.data,89,optimal,0.05
j9034_7.data,92,optimal,0.05
j9034_8.data,81,optimal,0.05
j9034_9.data,109,optimal,0.05
j9035_1.data,98,optimal,0.05
j9035_10.data,82,optimal,0.05
j9035_2.data,92,optimal,0.05
j9035_3.data,96,optimal,0.05
j9035_4.data,86,optimal,0.05
j9035_5.data,103,optimal,0.05
j9035_6.data,72,optimal,0.05
j9035_7.data,78,optimal,0.05
j9035_8.data,85,optimal,0.05
j9035_9.data,76,optimal,0.05
j9036_1.data,97,optimal,0.06
j9036_10.data,109,optimal,0.05
j9036_2.data,114,optimal,0.05
j9036_3.data,84,optimal,0.05
j9036_4.data,79,optimal,0.05
j9036_5.data,98,optimal,0.05
j9036_6.data,99,optimal,0.05
j9036_7.data,89,optimal,0.05
j9036_8.data,84,optimal,0.06
j9036_9.data,102,optimal,0.10
j9037_1.data,N/A,unknown,6.14
j9037_10.data,N/A,unknown,5.48
j9037_2.data,N/A,unknown,5.91
j9037_3.data,N/A,unknown,4.51
j9037_4.data,N/A,unknown,4.77
j9037_5.data,N/A,unknown,5.35
j9037_6.data,N/A,unknown,6.21
j9037_7.data,N/A,unknown,6.62
j9037_8.data,N/A,unknown,5.14
j9037_9.data,N/A,unknown,5.44
j9038_1.data,85,optimal,0.92
j9038_10.data,108,optimal,0.06
j9038_2.data,78,optimal,0.05
j9038_3.data,89,optimal,1.46
j9038_4.data,89,optimal,0.05
j9038_5.data,86,optimal,0.97
j9038_6.data,88,optimal,0.06
j9038_7.data,85,optimal,0.05
j9038_8.data,91,optimal,0.05
j9038_9.data,95,optimal,0.05
j9039_1.data,106,optimal,0.06
j9039_10.data,100,optimal,0.06
j9039_2.data,119,optimal,0.06
j9039_3.data,83,optimal,0.06
j9039_4.data,81,optimal,0.05
j9039_5.data,85,optimal,0.06
j9039_6.data,102,optimal,0.05
j9039_7.data,85,optimal,0.06
j9039_8.data,81,optimal,0.06
j9039_9.data,79,optimal,0.06
j903_1.data,81,optimal,0.05
j903_10.data,65,optimal,0.05
j903_2.data,84,optimal,0.05
j903_3.data,71,optimal,0.05
j903_4.data,104,optimal,0.05
j903_5.data,75,optimal,0.05
j903_6.data,68,optimal,0.05
j903_7.data,87,optimal,0.05
j903_8.data,86,optimal,0.05
j903_9.data,61,optimal,0.05
j9040_1.data,95,optimal,0.05
j9040_10.data,86,optimal,0.06
j9040_2.data,91,optimal,0.05
j9040_3.data,77,optimal,0.06
j9040_4.data,106,optimal,0.05
j9040_5.data,92,optimal,0.06
j9040_6.data,86,optimal,0.05
j9040_7.data,87,optimal,0.06
j9040_8.data,79,optimal,0.05
j9040_9.data,98,optimal,0.06
j9041_1.data,N/A,unknown,3.71
j9041_10.data,N/A,unknown,7.77
j9041_2.data,N/A,unknown,9.07
j9041_3.data,N/A,unknown,8.13
j9041_4.data,N/A,unknown,5.75
j9041_5.data,N/A,unknown,10.95
j9041_6.data,N/A,unknown,7.58
j9041_7.data,N/A,unknown,11.60
j9041_8.data,N/A,unknown,8.63
j9041_9.data,N/A,unknown,8.49
j9042_1.data,106,optimal,0.06
j9042_10.data,N/A,unknown,5.80
j9042_2.data,N/A,unknown,5.18
j9042_3.data,94,optimal,0.15
j9042_4.data,102,optimal,0.06
j9042_5.data,105,optimal,0.06
j9042_6.data,89,optimal,0.06
j9042_7.data,N/A,unknown,6.70
j9042_8.data,105,optimal,0.07
j9042_9.data,N/A,unknown,4.63
j9043_1.data,99,optimal,0.06
j9043_10.data,92,optimal,0.07
j9043_2.data,91,optimal,0.06
j9043_3.data,102,optimal,0.06
j9043_4.data,94,optimal,0.06
j9043_5.data,98,optimal,0.06
j9043_6.data,114,optimal,0.14
j9043_7.data,88,optimal,0.05
j9043_8.data,100,optimal,0.06
j9043_9.data,88,optimal,0.06
j9044_1.data,100,optimal,0.06
j9044_10.data,86,optimal,0.05
j9044_2.data,92,optimal,0.06
j9044_3.data,110,optimal,0.06
j9044_4.data,89,optimal,0.06
j9044_5.data,84,optimal,0.06
j9044_6.data,96,optimal,0.06
j9044_7.data,93,optimal,0.06
j9044_8.data,99,optimal,0.06
j9044_9.data,96,optimal,0.06
j9045_1.data,N/A,unknown,4.86
j9045_10.data,N/A,unknown,6.13
j9045_2.data,N/A,unknown,9.39
j9045_3.data,N/A,unknown,8.40
j9045_4.data,N/A,unknown,9.00
j9045_5.data,N/A,unknown,6.40
j9045_6.data,N/A,unknown,8.96
j9045_7.data,N/A,unknown,7.85
j9045_8.data,N/A,unknown,9.83
j9045_9.data,N/A,unknown,9.42
j9046_1.data,104,optimal,6.21
j9046_10.data,114,optimal,0.08
j9046_2.data,98,optimal,0.07
j9046_3.data,113,optimal,4.55
j9046_4.data,N/A,unknown,8.12
j9046_5.data,91,optimal,0.07
j9046_6.data,83,optimal,0.12
j9046_7.data,89,optimal,0.06
j9046_8.data,N/A,unknown,8.81
j9046_9.data,N/A,unknown,6.76
j9047_1.data,82,optimal,0.06
j9047_10.data,65,optimal,0.08
j9047_2.data,90,optimal,0.06
j9047_3.data,102,optimal,0.06
j9047_4.data,93,optimal,0.06
j9047_5.data,93,optimal,0.06
j9047_6.data,98,optimal,0.06
j9047_7.data,94,optimal,0.06
j9047_8.data,98,optimal,0.06
j9047_9.data,86,optimal,0.06
j9048_1.data,83,optimal,0.06
j9048_10.data,93,optimal,0.07
j9048_2.data,89,optimal,0.06
j9048_3.data,86,optimal,0.06
j9048_4.data,91,optimal,0.06
j9048_5.data,75,optimal,0.06
j9048_6.data,114,optimal,0.06
j9048_7.data,103,optimal,0.06
j9048_8.data,74,optimal,0.06
j9048_9.data,89,optimal,0.06
j904_1.data,93,optimal,0.05
j904_10.data,68,optimal,0.05
j904_2.data,89,optimal,0.05
j904_3.data,67,optimal,0.05
j904_4.data,92,optimal,0.05
j904_5.data,88,optimal,0.05
j904_6.data,78,optimal,0.05
j904_7.data,80,optimal,0.05
j904_8.data,69,optimal,0.05
j904_9.data,79,optimal,0.05
j905_1.data,78,feasible,5.33
j905_10.data,N/A,unknown,5.65
j905_2.data,N/A,unknown,5.73
j905_3.data,N/A,unknown,0.38
j905_4.data,N/A,unknown,6.00
j905_5.data,N/A,unknown,1.03
j905_6.data,N/A,unknown,4.95
j905_7.data,N/A,unknown,4.02
j905_8.data,N/A,unknown,5.44
j905_9.data,N/A,unknown,6.58
j906_1.data,82,optimal,0.13
j906_10.data,94,optimal,0.06
j906_2.data,86,optimal,0.06
j906_3.data,77,optimal,1.32
j906_4.data,80,optimal,0.06
j906_5.data,71,optimal,0.05
j906_6.data,98,optimal,0.06
j906_7.data,71,optimal,0.06
j906_8.data,68,optimal,3.64
j906_9.data,68,optimal,0.05
j907_1.data,88,optimal,0.06
j907_10.data,98,optimal,0.06
j907_2.data,77,optimal,0.06
j907_3.data,80,optimal,0.06
j907_4.data,86,optimal,0.06
j907_5.data,79,optimal,0.06
j907_6.data,90,optimal,0.05
j907_7.data,90,optimal,0.05
j907_8.data,60,optimal,0.05
j907_9.data,83,optimal,0.06
j908_1.data,96,optimal,0.05
j908_10.data,88,optimal,0.06
j908_2.data,78,optimal,0.05
j908_3.data,70,optimal,0.05
j908_4.data,77,optimal,0.05
j908_5.data,63,optimal,0.05
j908_6.data,70,optimal,0.05
j908_7.data,77,optimal,0.05
j908_8.data,68,optimal,0.06
j908_9.data,97,optimal,0.05
j909_1.data,N/A,unknown,7.90
j909_10.data,N/A,unknown,0.93
j909_2.data,N/A,unknown,0.71
j909_3.data,N/A,unknown,7.31
j909_4.data,N/A,unknown,6.48
j909_5.data,N/A,unknown,7.41
j909_6.data,N/A,unknown,0.85
j909_7.data,N/A,unknown,6.94
j909_8.data,N/A,unknown,1.43
j909_9.data,N/A,unknown,7.93
